candidate_id,project,file,candidate_type,oracle_id,oracle_status,coverage_reason
dokuwiki-C0244,dokuwiki,lib/plugins/authad/auth.php,long_method_or_region,,pending,No route-level oracle mapped yet.
dokuwiki-C0245,dokuwiki,lib/plugins/authad/auth.php,long_method_or_region,,pending,No route-level oracle mapped yet.
dokuwiki-C0246,dokuwiki,lib/plugins/authad/auth.php,long_method_or_region,,pending,No route-level oracle mapped yet.
dokuwiki-C0247,dokuwiki,lib/plugins/authldap/auth.php,long_method_or_region,,pending,No route-level oracle mapped yet.
dokuwiki-C0248,dokuwiki,lib/plugins/authldap/auth.php,long_method_or_region,,pending,No route-level oracle mapped yet.
dokuwiki-C0249,dokuwiki,lib/plugins/authldap/auth.php,long_method_or_region,,pending,No route-level oracle mapped yet.
dokuwiki-C0250,dokuwiki,lib/plugins/authldap/auth.php,long_method_or_region,,pending,No route-level oracle mapped yet.
dokuwiki-C0251,dokuwiki,lib/plugins/authldap/auth.php,long_method_or_region,,pending,No route-level oracle mapped yet.
dokuwiki-C0252,dokuwiki,lib/plugins/authmysql/auth.php,sql_data_access,,pending,No route-level oracle mapped yet.
dokuwiki-C0253,dokuwiki,lib/plugins/authmysql/auth.php,long_method_or_region,,pending,No route-level oracle mapped yet.
dokuwiki-C0254,dokuwiki,lib/plugins/authmysql/auth.php,long_method_or_region,,pending,No route-level oracle mapped yet.
dokuwiki-C0255,dokuwiki,lib/plugins/authmysql/auth.php,long_method_or_region,,pending,No route-level oracle mapped yet.
dokuwiki-C0256,dokuwiki,lib/plugins/authmysql/auth.php,long_method_or_region,,pending,No route-level oracle mapped yet.
dokuwiki-C0257,dokuwiki,lib/plugins/authpdo/auth.php,sql_data_access,,pending,No route-level oracle mapped yet.
dokuwiki-C0258,dokuwiki,lib/plugins/authpdo/auth.php,sql_data_access,,pending,No route-level oracle mapped yet.
dokuwiki-C0259,dokuwiki,lib/plugins/authpdo/auth.php,long_method_or_region,,pending,No route-level oracle mapped yet.
dokuwiki-C0260,dokuwiki,lib/plugins/authpdo/auth.php,long_method_or_region,,pending,No route-level oracle mapped yet.
dokuwiki-C0261,dokuwiki,lib/plugins/authpdo/auth.php,long_method_or_region,,pending,No route-level oracle mapped yet.
dokuwiki-C0262,dokuwiki,lib/plugins/authpdo/auth.php,sql_data_access,,pending,No route-level oracle mapped yet.
dokuwiki-C0263,dokuwiki,lib/plugins/authpgsql/auth.php,sql_data_access,,pending,No route-level oracle mapped yet.
dokuwiki-C0264,dokuwiki,lib/plugins/authpgsql/auth.php,long_method_or_region,,pending,No route-level oracle mapped yet.
dokuwiki-C0265,dokuwiki,lib/plugins/config/admin.php,mixed_php_html,dokuwiki_home_http_partial,needs_review,Candidate has rendered-output contract; manual route mapping required.
dokuwiki-C0266,dokuwiki,lib/plugins/config/admin.php,session_dependent_logic,,pending,No route-level oracle mapped yet.
dokuwiki-C0267,dokuwiki,lib/plugins/config/admin.php,long_method_or_region,,pending,No route-level oracle mapped yet.
dokuwiki-C0268,dokuwiki,lib/plugins/config/admin.php,long_method_or_region,,pending,No route-level oracle mapped yet.
dokuwiki-C0269,dokuwiki,lib/plugins/config/admin.php,long_method_or_region,,pending,No route-level oracle mapped yet.
dokuwiki-C0270,dokuwiki,lib/plugins/extension/admin.php,mixed_php_html,dokuwiki_home_http_partial,needs_review,Candidate has rendered-output contract; manual route mapping required.
dokuwiki-C0271,dokuwiki,lib/plugins/extension/admin.php,long_method_or_region,,pending,No route-level oracle mapped yet.
dokuwiki-C0272,dokuwiki,lib/plugins/info/syntax.php,mixed_php_html,dokuwiki_home_http_partial,needs_review,Candidate has rendered-output contract; manual route mapping required.
dokuwiki-C0273,dokuwiki,lib/plugins/info/syntax.php,long_method_or_region,,pending,No route-level oracle mapped yet.
dokuwiki-C0274,dokuwiki,lib/plugins/popularity/admin.php,mixed_php_html,dokuwiki_home_http_partial,needs_review,Candidate has rendered-output contract; manual route mapping required.
dokuwiki-C0275,dokuwiki,lib/plugins/popularity/helper.php,long_method_or_region,,pending,No route-level oracle mapped yet.
dokuwiki-C0276,dokuwiki,lib/plugins/revert/admin.php,mixed_php_html,dokuwiki_home_http_partial,needs_review,Candidate has rendered-output contract; manual route mapping required.
dokuwiki-C0277,dokuwiki,lib/plugins/styling/admin.php,mixed_php_html,dokuwiki_home_http_partial,needs_review,Candidate has rendered-output contract; manual route mapping required.
dokuwiki-C0278,dokuwiki,lib/plugins/styling/popup.php,mixed_php_html,dokuwiki_home_http_partial,needs_review,Candidate has rendered-output contract; manual route mapping required.
dokuwiki-C0279,dokuwiki,lib/plugins/usermanager/admin.php,mixed_php_html,dokuwiki_home_http_partial,needs_review,Candidate has rendered-output contract; manual route mapping required.
dokuwiki-C0280,dokuwiki,lib/plugins/usermanager/admin.php,long_method_or_region,,pending,No route-level oracle mapped yet.
dokuwiki-C0281,dokuwiki,lib/plugins/usermanager/admin.php,long_method_or_region,,pending,No route-level oracle mapped yet.
dokuwiki-C0282,dokuwiki,lib/plugins/usermanager/admin.php,long_method_or_region,,pending,No route-level oracle mapped yet.
dokuwiki-C0283,dokuwiki,lib/plugins/usermanager/admin.php,long_method_or_region,,pending,No route-level oracle mapped yet.
dokuwiki-C0284,dokuwiki,lib/plugins/usermanager/admin.php,long_method_or_region,,pending,No route-level oracle mapped yet.
dokuwiki-C0285,dokuwiki,lib/plugins/usermanager/admin.php,session_dependent_logic,,pending,No route-level oracle mapped yet.
dokuwiki-C0286,dokuwiki,lib/plugins/extension/helper/extension.php,long_method_or_region,,pending,No route-level oracle mapped yet.
dokuwiki-C0287,dokuwiki,lib/plugins/extension/helper/extension.php,long_method_or_region,,pending,No route-level oracle mapped yet.
dokuwiki-C0288,dokuwiki,lib/plugins/extension/helper/extension.php,long_method_or_region,,pending,No route-level oracle mapped yet.
dokuwiki-C0289,dokuwiki,lib/plugins/extension/helper/extension.php,long_method_or_region,,pending,No route-level oracle mapped yet.
dokuwiki-C0290,dokuwiki,lib/plugins/extension/helper/gui.php,mixed_php_html,dokuwiki_home_http_partial,needs_review,Candidate has rendered-output contract; manual route mapping required.
dokuwiki-C0291,dokuwiki,lib/plugins/extension/helper/list.php,mixed_php_html,dokuwiki_home_http_partial,needs_review,Candidate has rendered-output contract; manual route mapping required.
dokuwiki-C0292,dokuwiki,lib/plugins/extension/helper/list.php,long_method_or_region,,pending,No route-level oracle mapped yet.
dokuwiki-C0293,dokuwiki,lib/plugins/extension/helper/list.php,long_method_or_region,,pending,No route-level oracle mapped yet.
dokuwiki-C0294,dokuwiki,lib/plugins/config/settings/config.class.php,mixed_php_html_sql,dokuwiki_home_http_partial,needs_review,Candidate has rendered-output contract; manual route mapping required.
dokuwiki-C0295,dokuwiki,lib/plugins/config/settings/config.class.php,long_method_or_region,,pending,No route-level oracle mapped yet.
dokuwiki-C0296,dokuwiki,lib/plugins/config/settings/config.class.php,long_method_or_region,,pending,No route-level oracle mapped yet.
dokuwiki-C0297,dokuwiki,lib/plugins/config/settings/config.class.php,long_method_or_region,,pending,No route-level oracle mapped yet.
dokuwiki-C0298,dokuwiki,lib/plugins/config/settings/config.class.php,long_method_or_region,,pending,No route-level oracle mapped yet.
dokuwiki-C0299,dokuwiki,lib/plugins/config/settings/config.class.php,long_method_or_region,,pending,No route-level oracle mapped yet.
dokuwiki-C0300,dokuwiki,lib/plugins/config/settings/config.class.php,long_method_or_region,,pending,No route-level oracle mapped yet.
dokuwiki-C0301,dokuwiki,lib/plugins/config/settings/config.class.php,long_method_or_region,,pending,No route-level oracle mapped yet.
dokuwiki-C0302,dokuwiki,lib/plugins/config/settings/config.metadata.php,sql_data_access,,pending,No route-level oracle mapped yet.
dokuwiki-C0303,dokuwiki,lib/plugins/config/settings/extra.class.php,long_method_or_region,,pending,No route-level oracle mapped yet.
dokuwiki-C0304,dokuwiki,lib/plugins/config/lang/cy/lang.php,mixed_php_html,,pending,No route-level oracle mapped yet.
dokuwiki-C0305,dokuwiki,lib/plugins/config/lang/da/lang.php,mixed_php_html,,pending,No route-level oracle mapped yet.
dokuwiki-C0306,dokuwiki,lib/plugins/config/lang/de/lang.php,mixed_php_html,,pending,No route-level oracle mapped yet.
dokuwiki-C0307,dokuwiki,lib/plugins/config/lang/de-informal/lang.php,mixed_php_html,,pending,No route-level oracle mapped yet.
dokuwiki-C0308,dokuwiki,lib/plugins/config/lang/en/lang.php,mixed_php_html,,pending,No route-level oracle mapped yet.
dokuwiki-C0309,dokuwiki,lib/plugins/config/lang/es/lang.php,mixed_php_html,,pending,No route-level oracle mapped yet.
dokuwiki-C0310,dokuwiki,lib/plugins/config/lang/hr/lang.php,mixed_php_html,,pending,No route-level oracle mapped yet.
dokuwiki-C0311,dokuwiki,lib/plugins/config/lang/hu/lang.php,mixed_php_html,,pending,No route-level oracle mapped yet.
dokuwiki-C0312,dokuwiki,lib/plugins/config/lang/it/lang.php,mixed_php_html,,pending,No route-level oracle mapped yet.
dokuwiki-C0313,dokuwiki,lib/plugins/config/lang/ko/lang.php,mixed_php_html,,pending,No route-level oracle mapped yet.
dokuwiki-C0314,dokuwiki,lib/plugins/config/lang/no/lang.php,mixed_php_html,,pending,No route-level oracle mapped yet.
dokuwiki-C0315,dokuwiki,lib/plugins/config/lang/pt/lang.php,mixed_php_html,,pending,No route-level oracle mapped yet.
dokuwiki-C0316,dokuwiki,lib/plugins/config/lang/pt-br/lang.php,mixed_php_html,,pending,No route-level oracle mapped yet.
dokuwiki-C0317,dokuwiki,lib/plugins/config/lang/sk/lang.php,mixed_php_html,,pending,No route-level oracle mapped yet.
dokuwiki-C0318,dokuwiki,lib/plugins/authpgsql/lang/en/settings.php,sql_data_access,,pending,No route-level oracle mapped yet.
dokuwiki-C0319,dokuwiki,lib/plugins/authmysql/lang/en/settings.php,sql_data_access,,pending,No route-level oracle mapped yet.
dokuwiki-C0320,dokuwiki,lib/plugins/authad/adLDAP/adLDAP.php,sql_data_access,,pending,No route-level oracle mapped yet.
dokuwiki-C0321,dokuwiki,lib/plugins/authad/adLDAP/adLDAP.php,long_method_or_region,,pending,No route-level oracle mapped yet.
dokuwiki-C0322,dokuwiki,lib/plugins/authad/adLDAP/adLDAP.php,long_method_or_region,,pending,No route-level oracle mapped yet.
dokuwiki-C0323,dokuwiki,lib/plugins/authad/adLDAP/adLDAP.php,long_method_or_region,,pending,No route-level oracle mapped yet.
dokuwiki-C0324,dokuwiki,lib/plugins/authad/adLDAP/adLDAP.php,long_method_or_region,,pending,No route-level oracle mapped yet.
dokuwiki-C0325,dokuwiki,lib/plugins/authad/adLDAP/classes/adLDAPExchange.php,long_method_or_region,,pending,No route-level oracle mapped yet.
dokuwiki-C0326,dokuwiki,lib/plugins/authad/adLDAP/classes/adLDAPExchange.php,long_method_or_region,,pending,No route-level oracle mapped yet.
dokuwiki-C0327,dokuwiki,lib/plugins/authad/adLDAP/classes/adLDAPFolders.php,long_method_or_region,,pending,No route-level oracle mapped yet.
dokuwiki-C0328,dokuwiki,lib/plugins/authad/adLDAP/classes/adLDAPGroups.php,long_method_or_region,,pending,No route-level oracle mapped yet.
dokuwiki-C0329,dokuwiki,lib/plugins/authad/adLDAP/classes/adLDAPGroups.php,long_method_or_region,,pending,No route-level oracle mapped yet.
dokuwiki-C0330,dokuwiki,lib/plugins/authad/adLDAP/classes/adLDAPUsers.php,long_method_or_region,,pending,No route-level oracle mapped yet.
dokuwiki-C0331,dokuwiki,lib/plugins/authad/adLDAP/classes/adLDAPUsers.php,long_method_or_region,,pending,No route-level oracle mapped yet.
dokuwiki-C0332,dokuwiki,lib/plugins/authad/adLDAP/classes/adLDAPUsers.php,long_method_or_region,,pending,No route-level oracle mapped yet.
dokuwiki-C0333,dokuwiki,lib/plugins/authad/adLDAP/classes/adLDAPUsers.php,long_method_or_region,,pending,No route-level oracle mapped yet.
dokuwiki-C0334,dokuwiki,lib/plugins/authad/adLDAP/classes/adLDAPUsers.php,long_method_or_region,,pending,No route-level oracle mapped yet.
dokuwiki-C0335,dokuwiki,lib/plugins/authad/adLDAP/classes/adLDAPUsers.php,long_method_or_region,,pending,No route-level oracle mapped yet.
dokuwiki-C0336,dokuwiki,lib/images/fileicons/index.php,mixed_php_html,dokuwiki_home_http_partial,needs_review,Candidate has rendered-output contract; manual route mapping required.
dokuwiki-C0337,dokuwiki,inc/Action/Edit.php,long_method_or_region,,pending,No route-level oracle mapped yet.
dokuwiki-C0338,dokuwiki,inc/Action/Resendpwd.php,long_method_or_region,,pending,No route-level oracle mapped yet.
dokuwiki-C0339,dokuwiki,inc/Action/Search.php,long_method_or_region,,pending,No route-level oracle mapped yet.
dokuwiki-C0340,dokuwiki,inc/Action/Subscribe.php,long_method_or_region,,pending,No route-level oracle mapped yet.
dokuwiki-C0341,dokuwiki,inc/Action/Subscribe.php,long_method_or_region,,pending,No route-level oracle mapped yet.
dokuwiki-C0342,dokuwiki,inc/Form/Form.php,form_handling,,pending,No route-level oracle mapped yet.
dokuwiki-C0343,dokuwiki,inc/Form/Form.php,long_method_or_region,,pending,No route-level oracle mapped yet.
dokuwiki-C0344,dokuwiki,inc/Form/InputElement.php,mixed_php_html,,pending,No route-level oracle mapped yet.
dokuwiki-C0345,dokuwiki,inc/Form/LegacyForm.php,long_method_or_region,,pending,No route-level oracle mapped yet.
dokuwiki-C0346,dokuwiki,inc/parser/handler.php,long_method_or_region,,pending,No route-level oracle mapped yet.
dokuwiki-C0347,dokuwiki,inc/parser/handler.php,long_method_or_region,,pending,No route-level oracle mapped yet.
dokuwiki-C0348,dokuwiki,inc/parser/handler.php,long_method_or_region,,pending,No route-level oracle mapped yet.
dokuwiki-C0349,dokuwiki,inc/parser/handler.php,long_method_or_region,,pending,No route-level oracle mapped yet.
dokuwiki-C0350,dokuwiki,inc/parser/handler.php,long_method_or_region,,pending,No route-level oracle mapped yet.
dokuwiki-C0351,dokuwiki,inc/parser/handler.php,long_method_or_region,,pending,No route-level oracle mapped yet.
dokuwiki-C0352,dokuwiki,inc/parser/handler.php,long_method_or_region,,pending,No route-level oracle mapped yet.
dokuwiki-C0353,dokuwiki,inc/parser/handler.php,long_method_or_region,,pending,No route-level oracle mapped yet.
dokuwiki-C0354,dokuwiki,inc/parser/lexer.php,long_method_or_region,,pending,No route-level oracle mapped yet.
dokuwiki-C0355,dokuwiki,inc/parser/parser.php,mixed_php_html,,pending,No route-level oracle mapped yet.
dokuwiki-C0356,dokuwiki,inc/parser/parser.php,long_method_or_region,,pending,No route-level oracle mapped yet.
dokuwiki-C0357,dokuwiki,inc/parser/parser.php,long_method_or_region,,pending,No route-level oracle mapped yet.
dokuwiki-C0358,dokuwiki,inc/parser/parser.php,long_method_or_region,,pending,No route-level oracle mapped yet.
dokuwiki-C0359,dokuwiki,inc/parser/renderer.php,long_method_or_region,,pending,No route-level oracle mapped yet.
dokuwiki-C0360,dokuwiki,inc/parser/xhtml.php,mixed_php_html,dokuwiki_home_http_partial,needs_review,Candidate has rendered-output contract; manual route mapping required.
dokuwiki-C0361,dokuwiki,inc/parser/xhtml.php,long_method_or_region,,pending,No route-level oracle mapped yet.
dokuwiki-C0362,dokuwiki,inc/parser/xhtml.php,long_method_or_region,,pending,No route-level oracle mapped yet.
dokuwiki-C0363,dokuwiki,inc/parser/xhtml.php,long_method_or_region,,pending,No route-level oracle mapped yet.
dokuwiki-C0364,dokuwiki,inc/parser/xhtml.php,long_method_or_region,,pending,No route-level oracle mapped yet.
dokuwiki-C0365,dokuwiki,inc/parser/xhtml.php,long_method_or_region,,pending,No route-level oracle mapped yet.
dokuwiki-C0366,dokuwiki,inc/parser/xhtml.php,long_method_or_region,,pending,No route-level oracle mapped yet.
dokuwiki-C0367,dokuwiki,inc/parser/xhtml.php,long_method_or_region,,pending,No route-level oracle mapped yet.
dokuwiki-C0368,dokuwiki,inc/parser/xhtml.php,long_method_or_region,,pending,No route-level oracle mapped yet.
dokuwiki-C0369,dokuwiki,inc/parser/xhtml.php,long_method_or_region,,pending,No route-level oracle mapped yet.
dokuwiki-C0370,dokuwiki,inc/parser/xhtmlsummary.php,mixed_php_html,,pending,No route-level oracle mapped yet.
dokuwiki-C0371,dokuwiki,inc/Ui/Admin.php,mixed_php_html,dokuwiki_home_http_partial,needs_review,Candidate has rendered-output contract; manual route mapping required.
dokuwiki-C0372,dokuwiki,inc/Ui/Search.php,mixed_php_html,dokuwiki_home_http_partial,needs_review,Candidate has rendered-output contract; manual route mapping required.
dokuwiki-C0373,dokuwiki,inc/Ui/Search.php,long_method_or_region,,pending,No route-level oracle mapped yet.
dokuwiki-C0374,dokuwiki,inc/Ui/SearchState.php,mixed_php_html,,pending,No route-level oracle mapped yet.
dokuwiki-C0375,dokuwiki,inc/Menu/Item/AbstractItem.php,mixed_php_html,,pending,No route-level oracle mapped yet.
dokuwiki-C0376,dokuwiki,inc/lang/da/lang.php,mixed_php_html,,pending,No route-level oracle mapped yet.
dokuwiki-C0377,dokuwiki,inc/lang/en/lang.php,mixed_php_html_sql,,pending,No route-level oracle mapped yet.
dokuwiki-C0378,dokuwiki,inc/lang/et/lang.php,mixed_php_html,,pending,No route-level oracle mapped yet.
dokuwiki-C0379,dokuwiki,inc/lang/fr/lang.php,mixed_php_html,,pending,No route-level oracle mapped yet.
dokuwiki-C0380,dokuwiki,inc/lang/hu/lang.php,mixed_php_html,,pending,No route-level oracle mapped yet.
dokuwiki-C0381,dokuwiki,inc/lang/mk/lang.php,mixed_php_html,,pending,No route-level oracle mapped yet.
dokuwiki-C0382,dokuwiki,inc/lang/mr/lang.php,mixed_php_html,,pending,No route-level oracle mapped yet.
dokuwiki-C0383,dokuwiki,inc/lang/no/lang.php,mixed_php_html,,pending,No route-level oracle mapped yet.
dokuwiki-C0384,dokuwiki,inc/lang/pt-br/lang.php,mixed_php_html,,pending,No route-level oracle mapped yet.
dokuwiki-C0385,dokuwiki,inc/lang/sq/lang.php,mixed_php_html,,pending,No route-level oracle mapped yet.
